"Content,Label"
"ഇത് കണ്ടു കഴിഞ്ഞു ഞാൻ തലയിൽ ശെരിക്കു എണ്ണ തേച്ചു ചൂടുവെള്ളത്തിൽ കുളിച്ച് അല്ലെങ്കിൽ എനിക്കും വട്ടു പിടിക്കും,negative"
"ഇത് കണ്ടു കഴിഞ്ഞു ഞാൻ തലയിൽ ശെരിക്കു എണ്ണ തേച്ചു ചൂടുവെള്ളത്തിൽ കുളിച്ച് അല്ലെങ്കിൽ എനിക്കും വട്ടു പിടിക്കും,negative"
"അറിയില്ലാത്ത  കാര്യങ്ങളിൽ  കൊണകരുത്   കണക്  പോലും  ഇതോടെ  നിർത്തി  നിന്റെ  ചാനൽ  കാഴ്ച,negative"
"ജോബി മോനേ ടാ ചെറുക്കാ മുതലെടുക്കണയാണോ നീ ഇതൊന്നും അത്ര നല്ലതല്ല കേട്ടോ,negative"
"ജോബി മോനേ ടാ ചെറുക്കാ മുതലെടുക്കണയാണോ നീ ഇതൊന്നും അത്ര നല്ലതല്ല കേട്ടോ,negative"
"കാണാൻ ഭംഗി ഇല്ല ഐഫോണിനു താഴെ ഇത്ര ബേസിൽ ഇല്ല,negative"
"കാണാൻ ഭംഗി ഇല്ല ഐഫോണിനു താഴെ ഇത്ര ബേസിൽ ഇല്ല,negative"
"പടം എല്ലാവരും കാണാതിരുന്നാൽ മതി,negative"
"എന്ത് ഊളയാടൊ താന്‍   കോടി പോലും,negative"
"പോടാ പോടാ,negative"
"പോടാ പോടാ,negative"
"വലിയ പ്രീതിക്ഷ വെക്കേണ്ട പടം ഫുൾ ലാഗ് ആണ്  ശോകം ഇക്കയെ ഇടക്ക് മിന്നായം പോലെ കണ്ടു മൊത്തത്തിൽ അമിത പ്രിതീക്ഷ ഇല്ലാതെ പോയാൽ ഒരു തവണ വേണമെങ്കിൽ കാണാം,negative"
"സവാളയ്ക്കും ഉള്ളിക്കും എന്താ വില ജീവിക്കാൻ പറ്റണില്ല,negative"
"പോടാ ഉളെ,negative"
"പോടാ ഉളെ,negative"
"ഇതൊരു വികാര പ്രകടനം മാത്രമാണ് ഇവൻ ചെയ്തത് ചെറ്റ തെരത്തിന്റെ അങ്ങേ അറ്റം ആണ്  എന്തു കാരണം പറഞ്ഞു ന്യായീകരിക്കാനനും സാധിക്കില്ല അതു മനസ്സിലാകാതെ കമന്റ്‌  ഇടല്ലേ പ്ലീസ്,negative"
"ഈ ഫോണിന്റെ പോരായ്മകൾ എന്താ പറയാതിരുന്നത്   ഉപയോഗിക്കാൻ പറ്റാത്തത് ഒരു വലിയ പോരായ്മ തന്നെയാണ്,negative"
"ഈ പൂറീ മോന്റെ ഒരു പടവും ഞാൻ കാണില്ല ലാലേട്ടനും മമ്മുക്കയും ഉണ്ടാകുമ്പോൾ ഈ അഹങ്കാരി വീട്ടിൽ ഇരിക്കട്ടെ,negative"
"തായോളി ലാലപ്പൻ മൂഞ്ചി,negative"
"തായോളി ലാലപ്പൻ മൂഞ്ചി,negative"
"ഇവന്മാരുടെ സംഘടന ഉടായിപ്പാന്ന്,negative"
"ഇവന്മാരുടെ സംഘടന ഉടായിപ്പാന്ന്,negative"
"ഇവന്മാരുടെ സംഘടന ഉടായിപ്പാന്ന്,negative"
"തമിഴ് നാട്ടില്‍ ഇതൊന്നും ഇപ്പൊ ചിലവ് ആകില്ല,negative"
"നീയൊക്കെയാണെടാ മലയാള സിനിമയെ നശിപ്പിക്കുന്നത്,negative"
"നീയൊക്കെയാണെടാ മലയാള സിനിമയെ നശിപ്പിക്കുന്നത്,negative"
"ഇവൻ ആള് കൊള്ളാമലോടഅതുപ്പോ പുറത്തുകാണിക്കേണ്ട അവൻ തലയിൽകയറി തുറും,negative"
"രൂപ പോയി,negative"
"രൂപ പോയി,negative"
"ഊളത്തരം പറയരുത്,negative"
"അവന്റെ ചത്തുപോയ അപ്പൻ അബി,negative"
"ഇവനാരാ ഹോളിവുഡ് നടനോ  ഒന്ന് പോ മയിരേഇനി നിങളെന്നും ഒന്നുമല്ല ഞങ്ങൾ തീരുമാനിക്കും പലതും ഇവനെക്കാൾ മുൻപും പലരും ഇതേ സ്വഭാവമുണ്ടായിരുന്നു  ക്ഷമിക്കുന്നതിന് പരിധിയുണ്ട് ഒന്ന് മുട്ടി നോക്ക്  ഒറിജിനൽ കൈ തഴക്കവും നല്ല ജയലുണ്ടയും കിട്ടും  ഒരു മരുന്നുമില്ലാതെ,negative"
"നാക്ക് വടിക്കടെ പോയി,negative"
"മൂഞ്ചി,negative"
"മൂഞ്ചി,negative"
"ദുരന്തം അനു സിത് ഉണ്ടെന്ന് അറിഞ്ഞപ്പലെ തോന്നി  പടം കണ്ട്  ൽ,negative"
"ടോ തോന്നിയത് പോലെയാണോ  തമ്പാനായിൽ കൊടുക്കുന്നത്,negative"
"ഷെയിൻ പറയുന്നതിൽ തന്നെ മനസിലാവും മലയാള സിനിമയിൽ ഊളകൾ ഉണ്ട്   ആ ഊളകൾ ഷെയിനെ ഇട്ടു കൊല്ലാ കൊല ചെയ്യുകയാണെന്ന്,negative"
"ഇവിടെയും വർഗീയത സംഘി ചാണകം,negative"
"വെറുതെ ഒരു പടം പടം പോര,negative"
"വെറുതെ ഒരു പടം പടം പോര,negative"
"എന്താ ബ്രോ നിന്റ അമ്മയും അച്ഛനും ചത്തെന്നോ എന്നാ പറ്റിയതാ,negative"
"ഒരു പടത്തിനെ പറ്റി പറയാൻ വന്നാൽ അത് മാത്രം പറയാൻ ശ്രമിക്കുക ആദ്യത്തെ  മിനിട്ടോളം എന്ധോക്കയോ പറഞ്ഞു സമയം കളയുന്നു,negative"
"പോടെയ്,negative"
"ചാണകത്തിന് ഒരു പരിശുദ്ധി ഉണ്ട്എന്നാലും രാജസേനൻ തീട്ടത്തിൽ ചവിട്ടിയില്ലല്ലോ നിന്നെയൊക്കെ പോലെസിനിമയിലും രാഷ്ട്രിയം പറയാൻ വന്നിരിക്കുന്നു നാറികൾ തുഫ്,negative"
"എടാ പൊട്ടാ ആദ്യം സിനിമ കാണാൻ പോ എന്നിട്ടും മര്യാദയ്ക്ക് റിവ്യൂ ഇപ്പോൾ രണ്ടു മൂന്നു സിനിമയായി സിനിമ കാണാതെ ആണ് നീ അതു നിൻറെ സംസാരത്തിൽ എന്തിനാണ് ഈ ഊള പരിപാടി കാണിക്കണേ,negative"
"മറുനാടൻ പോലയാടി,negative"
"ചെയ്യാൻ അറിയില്ലെങ്കിൽ ചെയ്യരുത്,negative"
"ചെയ്യാൻ അറിയില്ലെങ്കിൽ ചെയ്യരുത്,negative"
"താനൊക്കെ എന്തു  ഊളൻ ആണ് വെറുതെ സൂപ്പർസ്റ്റാർ ഫാൻസ് നെ ചെക്കന് എതിരക്കരുത്  അവർ എന്തു ചെയ്തു  അവരുടെ സിനിമ   ആണെങ്കിൽ പോകുന്ന ലെവൽ  ഒന്നും ഒരു   എന്നു വരെ കിട്ടിയിട്ടില്ല  ഈ പ്രശ്നത്തിൽ അവരെ,negative"
"കണ്ട ഊളകൾ പറയുന്നത് കേട്ട് ചെക്കനെ കുറ്റപ്പെടുത്താത്ത ആരേലും ഉണ്ടേൽ ഒന്നിങ്ങു വന്നു ഉജാല മുക്കി പൊക്കോ,negative"
"ഒടിയന്റെ മഹാവിജയം കാവടി എടുത്ത് മുരുകന് നന്ദി പറഞ്ഞ് ശ്രീകുമാര്‍ മേനോന്‍  --,positive"
"മനസ്സ് അറിഞ്ഞു സ്‌നേഹിക്കുന്ന ഒരച്ഛന്‍, താരപുത്രന് സര്‍പ്രൈസ് സമ്മാനം നല്‍കി ആദിത്യന്‍ ജയന്‍,positive"
"ആക്ച്യൂലി അവന്‍ പാവമാണ് പെട്ടെന്ന് റിയാക്ട് ചെയ്യും ജൂഡ് ആന്റണിയുടെ പോസ്റ്റുകളെക്കുറിച്ച് വിനീത്…,positive"
"എങ്ക ആട്ടം വെറിത്തനമാ ഇറുക്കും തരംഗമായി ദളപതിയുടെ ബിഗില്‍ ട്രെയിലര്‍  മില്യണിലധികം കാഴ്ചക്കാര്‍…,positive"
"ജൂഹി രുസ്താഗിയുടെ ഏറ്റവും പ്രിയപ്പെട്ട സ്ഥലം ഉപ്പും മുളകിലെയും ലെച്ചുവിന്റെ വീഡിയോ വൈറല്‍ …,positive"
"ഓണം റിലീസില്‍ ചരിത്രം ആവര്‍ത്തിക്കുന്നു മോഹന്‍ലാലിനൊപ്പം നിവിനും പൃഥ്വിരാജുമടക്കമുള്ള യൂത്തന്മാര്‍…,positive"
"ദുല്‍ഖര്‍ സല്‍മാന്റെ വീട്ടിലേക്ക് പുതിയൊരു അതിഥി കൂടി വെെറലായി നടന്റെ ബിഎംഡബ്യൂ ചിത്രങ്ങള്‍,positive"
"മമ്മൂട്ടിയും മോഹന്‍ലാലും തകര്‍ത്തഭിനയിച്ച ബ്ലോക്ക്ബസ്റ്റര്‍ ട്വന്റി  പുറത്തിറങ്ങി  വര്‍ഷം…,positive"
"ഭാര്യക്കൊപ്പം റൊമാറ്റിക്  നൃത്തം ചെയ്ത്  കെജിഎഫ് താരം ഗലി ഗലി മേം വീഡിയോ വൈറൽ    കെജിഎഫ് യഷ്,positive"
"ശ്രീലങ്കൻ ക്രിക്കറ്റ് താരം മുത്തയ്യ മുരളീധരനായി വിജയ് സേതുപതി കൗതുകം സൃഷ്ടിച്ച് ചിത്രത്തിന്റെ പേര്…,positive"
"പോലീസുകാരായി വിനയ് ഫോര്‍ട്ടും സിജു വില്‍സണും വാര്‍ത്തകള്‍ ഇതുവരെയുടെ ട്രെയിലര്‍ പുറത്ത് …,positive"
"ഇപ്പോൾ  എന്റെ അവസ്ഥ മാറി  അന്ന്  ആത്മാവിശ്വാസം നൽകിയത്  അച്ഛൻ,തുറന്ന് പറഞ്ഞ് കല്യാണി …,positive"
"രസിപ്പിക്കുന്നു ഫയൽവാൻ; കിച്ചാ സുദീപ് ഫുൾ ചാർജിലാണ് — ശൈലന്റെ റിവ്യു,positive"
"ഉണ്ണി മുകുന്ദന്റെ ഭാര്യയായി അനു സിത്താര മാമാങ്കത്തിലെ കഥാപാത്രത്തിന്റെ സവിശേഷത പുറത്ത് വിട്ട് നടി…,positive"
"വർഷത്തിലൊരിക്കൽ  ദർശനം നൽകുന്ന പെരുമാളിനെ കാണാൻ രജനി,  വൻ താരങ്ങളുടെ പ്രവാഹം …,positive"
"നടി ശ്രീ രഞ്ജിനി വിവാഹിതായവുന്നു, തണ്ണീര്‍ മത്തന്‍ ദിനങ്ങളിലെ അശ്വതി ടീച്ചറിനെ ആരും മറക്കില്ല…,positive"
"ഹെയർ കംഫര്‍ട്ടബിളാണ്, ഏഴ് മുതൽ എട്ട് വരെ സ്റ്റഡുകൾ,  ലുക്കിന്‍റെ കാരണം വെളിപ്പെടുത്തി അപർണ്ണ…,positive"
"മികച്ച എന്‍ട്രി തന്നെ താന്‍ കാരണം സിനിമ മോശമാവരുതെന്ന ആഗ്രഹമുണ്ടായിരുന്നു മഞ്ജു വാര്യര്‍ …,positive"
"ജോജുവിനെ അഭിനന്ദിച്ച് മുഖ്യമന്ത്രി പിണറായി വിജയന്‍ ഇത് നാടിനോടുള്ള പ്രതിബദ്ധതയാണെന്ന്  മുഖ്യമന്ത്രി…,positive"
"ജോജുവിനെ അഭിനന്ദിച്ച് മുഖ്യമന്ത്രി പിണറായി വിജയന്‍ ഇത് നാടിനോടുള്ള പ്രതിബദ്ധതയാണെന്ന്  മുഖ്യമന്ത്രി…,positive"
"നൃത്തം ചെയ്ത് ക്ഷീണിച്ചു വന്ന നവ്യയ്ക്ക് മകന്‍ നല്‍കിയ സര്‍പ്രൈസ് വൈറലായി ചിത്രം  -നവ്യാനായര്‍,positive"
"മോഹന്‍ലാല്‍ ആരാധകരുടെ റെക്കോര്‍ഡ് തകര്‍ത്ത് മമ്മൂട്ടി ഫാന്‍സ് ട്വിറ്ററില്‍ മെഗാസ്റ്റാര്‍ തരംഗം…,positive"
"ആ ബെന്‍സ് കാര്‍ വിറ്റു ഇപ്പോള്‍ അതീവ സന്തോഷവതിയാണ് വിവാഹം കഴിക്കാനാഗ്രഹമുണ്ടെന്നും അമല പോള്‍   അമലപോള്‍,positive"
"ശരീരത്തിലെ കൊഴുപ്പ് കുറയ്ക്കാൻ  ബെല്ലി ഡാൻസ് ഇല്യാനയുടെ  ഡാൻസ് വൈറലാകുന്നു    ബോളിവുഡ് ഇല്യാന,positive"
"ഹിറ്റ് സംവിധായകന്മാരുടെ തിരിച്ച് വരവ് ഇതുവരെ കണ്ടതല്ല, ഇനി കാണാന്‍ ഇരിക്കുന്നതാണ് പൂരം,positive"
"തലകുത്തിനിന്ന് സാനിയ അയ്യപ്പന്റെ അഭ്യാസ പ്രകടനം വീഡിയോ ഏറ്റെടുത്ത് ആരാധകര്‍  -സാനിയഅയ്യപ്പന്‍,positive"
"വയസ് ഒരു  നമ്പർ മാത്രം പിറന്നാൾ ദിനത്തിൽ  മരണമാസ് ലുക്കിൽ മമ്മൂട്ടി, ആഘോഷമാക്കി  ആരാധകർ …,positive"
"പാത്തുവിന് സര്‍പ്രൈസ് ഒരുക്കി താരകുടുംബം ഇന്ദ്രജിത്ത് മാത്രം ഇല്ല, വീഡിയോ വൈറലാവുന്നു,positive"
"ജിം ട്രെയിനര്‍ സുഹൃത്ത് ആയാല്‍ ഇതൊക്കെയാണ് ഗുണം, കൈകുഞ്ഞുമായി നടി ശിവദയുടെ വര്‍ക്കൗട്ട് വീഡിയോ  ശിവദ,positive"
"തമിഴില്‍ മികച്ച് നില്‍ക്കുന്നതാര് ധനുഷും സൂര്യയുമെന്ന് ആരാധകന്‍, തെറ്റ് ചൂണ്ടി കാണിച്ച് നിരൂപകന്‍…,positive"
"ഗര്‍ഭിണിയായ ആരാധികയ്ക്ക് സര്‍പ്രൈസുമായി രണ്‍വീര്‍ സിംഗ് സ്വപ്‌നമാണ് സഫലമായതെന്ന് കിരണ്‍ …,positive"
"നിന്നെ ഓര്‍ക്കാത്ത ഒരു നിമിഷം പോലുമില്ല കാമുകന് ഹൃദയസ്പർശിയായ പിറന്നാൾ ആശംസയുമായി താരപുത്രി…,positive"
"സെറ്റില്‍ വാപ്പച്ചി ഗൗരവ്വക്കാരന്‍, വീട്ടില്‍ അങ്ങനെയല്ലഅജു വര്‍ഗീസിനെ കുറിച്ചും സിദ്ദിഖിന്റെ മകന്‍,positive"
"ആദ്യ ആഴ്ച  കോടി തെലുങ്കിലെ വിസ്മയ ചിത്രം ബോക്‌സോഫീസിനെ വിറപ്പിക്കുന്നു,positive"
"ആദ്യ ആഴ്ച  കോടി തെലുങ്കിലെ വിസ്മയ ചിത്രം ബോക്‌സോഫീസിനെ വിറപ്പിക്കുന്നു,positive"
"പൃഥ്വിയും നസ്രിയയും പാര്‍വ്വതിയും തകര്‍ത്തഭിനയിച്ച സിനിമ കൂടെ റിലീസ് ചെയ്ത് ഒരു വര്‍ഷം …,positive"
"സൂപ്പര്‍ താരത്തിന്റെ സിനിമ ചൈനയിലും ആദ്യദിനം തന്നെ കോടികള്‍ വാരിക്കൂട്ടി മാസ് കാണിച്ച് രജനികാന്ത്   --,positive"
"ലവ് ആക്ഷന്‍ ഡ്രാമയുടെ തിരക്കഥ എങ്ങനെയുണ്ട് വൈറലായി വിനീത് ശ്രീനിവാസന്റെ മറുപടി കാണൂ …,positive"
"ഒപ്പമുണ്ടാവണമെന്ന് ആഗ്രഹിച്ചിരുന്നു, കഴിഞ്ഞില്ല അമ്പിളി ദേവിക്ക് ആദിത്യന്റെ സ്‌നേഹാശംസ ഇങ്ങനെ…,positive"
"മാമാങ്കം ഹിന്ദി പതിപ്പിനായി ഡബ്ബ് ചെയ്ത് ഉണ്ണി മുകുന്ദന്‍ സന്തോഷം പങ്കുവെച്ച് നടന്‍ …,positive"
"മാമാങ്കം ഹിന്ദി പതിപ്പിനായി ഡബ്ബ് ചെയ്ത് ഉണ്ണി മുകുന്ദന്‍ സന്തോഷം പങ്കുവെച്ച് നടന്‍ …,positive"
"ഞാന്‍ എന്നെന്നും നിന്നോടൊപ്പമുണ്ട് നിക്ക് ഫോട്ടോഷാപ്പിലൂടെ നിക്കിനെ ആലിംഗനം ചെയ്ത് പ്രിയങ്ക ചോപ്ര,positive"
"ഫുള്‍ സസ്‌പെന്‍സ് നിറച്ച് അജു വര്‍ഗ്ഗീസിന്റെ കമല ട്രെയിലര്‍; മികച്ച ഛായാഗ്രഹണ ഭംഗി …,positive"
"കുഞ്ചാക്കോ ബോബന്റെ വീട്ടില്‍ മൂന്ന് കുഞ്ഞുങ്ങളോ ശിശുദിനത്തില്‍ ആശംസകള്‍കൊപ്പം സര്‍പ്രൈസ് ചിത്രവും…,positive"
"ഉറങ്ങുന്നത് നാല് മണിക്കൂര്‍ മാത്രം, അതില്‍ ഹാപ്പിയാണെന്ന് പ്രശസ്ത നയിക,positive"
"ടൊവിനോയുടെ കമന്‍റിന് മാസ്സ് മറുപടി നല്‍കി നീരജ് മാധവ് ഒപ്പം ചേര്‍ന്ന് കൗണ്ടറടിച്ച് പിഷാരടിയും…,positive"
"അവിയല്‍ ഇല്ലാതെ എന്ത് സദ്യ ബിജുമേനോന്‍ ചിത്രം ആദ്യരാത്രിയുടെ കിടിലന്‍ ടീസര്‍  -ബിജുമേനോന്‍-ആദ്യരാത്രി,positive"
"റിലീസ് ദിനം ആര്‍ട്ട് എക്‌സിബിഷനുമായി മൂത്തോന്‍ ടീം ആകാംക്ഷയോടെ ആരാധകര്‍  --,positive"
"ശ്യാം പുഷ്‌കരന്‍ മലയാള സിനിമയിലെ അതൂല്യ പ്രതിഭ അദ്ദേഹത്തിന്റെ വലിയ ആരാധകനാണ് താനെന്ന് പൃഥ്വിരാജ്‌…,positive"
"ജോഷിയുടെ പൊറിഞ്ചുവിന്‍റെ സ്വീകാര്യതയില്‍ അതിയായ സന്തോഷം കെ മധുവിന്‍റെ പോസ്റ്റ് വൈറലാവുന്നു…,positive"
"നിന്നോടൊപ്പമുള്ള ദിവസങ്ങളെല്ലാം ആഘോഷമാണെന്ന് ശ്രിനിഷ് പേളിക്കൊപ്പമുള്ള ദീപാവലി ആഘോഷം ഇങ്ങനെ…,positive"
"പിഷാരടിയും മമ്മൂട്ടിയും ചേര്‍ന്ന് മാതൃകയായി ഗാനഗന്ധര്‍വ്വന്റെ ഫ്‌ളക്‌സ് ഹോര്‍ഡിങ്ങുകള്‍ ഒഴിവാക്കി…,positive"
"ഉമ്മച്ചിക്കുട്ടിയും നായര് ചെക്കനും വീണ്ടും കണ്ടുമുട്ടിയപ്പോള്‍ ചിത്രം ഏറ്റെടുത്ത് ആരാധകര്‍ …,positive"
"സ്നേഹം ഇങ്ങനേയും പ്രകടിപ്പിക്കാമോ വിജയ് ദേവരകൊണ്ടയോട് ആരാധകന്‍ ചെയ്തത്, വീഡിയോ …,positive"
"ടൊവിനോ തോമസിന്റെ കുഞ്ഞ് ഇസയും അവധിയാഘോഷത്തിലാണ് താരപുത്രിയുടെ ചിത്രം വൈറലാവുന്നു   ടൊവിനോതോമസ്,positive"
"കാട്ടാളൻ പൊറിഞ്ചുവും മറിയവും ജോഷിയെ ഉയിർത്തെഴുന്നേല്പിക്കുമോശൈലന്റെ റിവ്യു,positive"
"മികച്ച നടിയായി വീണ്ടുമൊരു മലയാളി താരം  മലയാളികൾക്ക് അഭിമാനമായി കീർത്തി സുരേഷ്   ദേശീയപുരസ്‌കാരം,positive"
"പുഴയുടെ തീരത്ത്  പ്രണയാതുരരായി  ജയസൂര്യയും  സരിതയും  പാലക്കാടൻ ചിത്രങ്ങൾ വൈറൽ,positive"
"സാഹോയ്ക്ക് ശേഷം കൈനോട്ടക്കാരനായി പ്രഭാസ് ബിഗ് ബഡ്ജറ്റില്‍ ജാന്‍ വരുന്നു  -പ്രഭാസ്,positive"
"ഓണച്ചിത്രങ്ങളില്‍ ഹിറ്റടിച്ച് മോഹന്‍ലാലും കൂട്ടരുംപൃഥ്വിയും നിവിനും മാസ് ആയി,കളക്ഷന്‍ റിപ്പോര്‍ട്ട്…,positive"
"വീണ്ടും മികച്ച നടനായി ജയസൂര്യ, ഇത്തവണ പുരസ്‌കാരം വന്നത് അമേരിക്കയില്‍ നിന്നും നന്ദി പറഞ്ഞ് താരം,positive"
"പക്രു പൊളിയാണ്, സിനിമയ്ക്ക് വേണ്ടിയുള്ള താരത്തിന്റെ മേക്കോവര്‍ വീഡിയോ പുറത്ത് കഷ്ടപ്പാട് ചില്ലറയല്ല…,positive"
"പേളി മാണിയും സാനിയയും ശരിക്കും ആഘോഷിച്ചു സൈമയിലെ സന്തോഷനിമിഷങ്ങള്‍ പങ്കുവെച്ച് താരം   പേളിമാണി,positive"
"എന്റെ കുഞ്ഞുമാലാഖ പിറന്നാള്‍ ദിനത്തില്‍ മകളുടെ ചിത്രം പങ്കുവെച്ച് അസിന്‍ ആഘോഷം ഗംഭീരം തന്നെ,positive"
"സിംഗപ്പൂര്‍ യാത്രയിലെ അതുല്യനിമിഷം ഭര്‍ത്താവിന്‍റെ ക്ലിക്കിന് നന്ദി പറഞ്ഞ് ദിവ്യ ഉണ്ണി ചിത്രങ്ങള്‍…,positive"
"കെകെ ആയി വിക്രം ഞെട്ടിച്ചു കരിയറിലെ അടുത്ത സൂപ്പര്‍ഹിറ്റായി കടാരം കൊണ്ടാനെന്ന് ആരാധകര്‍,positive"
"സൂര്യയ്ക്കുള്ള പിറന്നാള്‍ സമ്മാനവുമായി ജ്യോതിക താരദമ്പതികള്‍ സൂപ്പറാണെന്ന് ആരാധകരും വീഡിയോ വൈറല്‍…,positive"
"തെലുങ്ക് മെഗാസ്റ്റാറിന്റെ  കോടി ചിത്രം സെയ് റാ നരസിംഹ റെഡ്ഡി ഒരുങ്ങുന്നത് വിസ്മയിപ്പിക്കാനാണ്…,positive"
"നടി സോനാക്ഷി സിൻഹയുടെ മേക്കപ്പ്മാൻ സൂപ്പർ താരം  നടന്റെ  മേക്കപ്പ്  വീഡിയോ വൈറൽ,positive"
"കൊറിയന്‍ അന്താരാഷ്ട്ര ചലച്ചിത്ര മേളയിലേക്ക് പേരന്‍പും വീണ്ടും അഭിമാനമായി മമ്മൂട്ടി ചിത്രം …,positive"
"താങ്ക്യൂ തങ്കമേ, എനിക്ക് നല്ലൊരു ജീവിതം സമ്മാനിച്ചതിന് നയന്‍സിനെക്കുറിച്ച് വിഘ്‌നേഷ് ശിവന്‍…,positive"
"താങ്ക്യൂ തങ്കമേ, എനിക്ക് നല്ലൊരു ജീവിതം സമ്മാനിച്ചതിന് നയന്‍സിനെക്കുറിച്ച് വിഘ്‌നേഷ് ശിവന്‍…,positive"
"വിവാഹശേഷം പേളിയ്ക്കും കൈനിറയെ ഭാഗ്യങ്ങള്‍ പുതിയ പരിപാടി കേരളത്തില്‍ നിന്നല്ല, പിന്നയോ  -,positive"
"വിജയ് സേതുപതിയുടെ ഭാഗ്യം തെളിഞ്ഞു അടുത്ത സിനിമ ബോളിവുഡില്‍ ആമിര്‍ ഖാനൊപ്പം  ---,positive"
"കാവ്യ മാധവനും ദിലീപും വീണ്ടും ഒന്നിച്ചെത്തി ദിലീപിന്റെ മാനേജര്‍ അപ്പുണ്ണിയുടെ സഹോദരന്റെ വിവാഹം…,positive"
"പ്രായത്തിലല്ല, മൈലേജിലാണ് കാര്യം ധമാക്കയിലെ ഇന്നസെന്റിന്റെ പുതിയ ലുക്ക് വൈറല്‍  --ധമാക്ക,positive"
"മോഹൻലാലിന്റെ  മാർഗംകളി ഗെറ്റപ്പ് ഇതിനായിരുന്നു എന്തൊരു ഡാന്‍സാണ് ലാലേട്ടാ എന്ന് ആരാധകർ  …,positive"
"കുഞ്ഞുങ്ങളുടെ മനസുമായി കണ്ടിരിക്കാം; മനസ് നിറഞ്ഞ് കണ്ടിറങ്ങാം, അമ്പിളി ഗംഭീരം ശൈലന്റെ റിവ്യു…,positive"
"കത്രീന കൈഫിന്റെ സൗന്ദര്യ രഹസ്യം അറിയാമോ ഇത് ഫോളോ ചെയ്താല്‍ ആര്‍ക്കും ബോഡി ഫിറ്റ് ആവുമെന്ന് നടി  -,positive"
"മലയാളികളെ കോരിത്തരിപ്പിച്ച പാട്ട് ആകാശഗംയിലെ 'പുതുമഴയായ് വന്നു', കവര്‍ സോംഗിനെ കുറിച്ച് വിനയന്‍,positive"
